;Provincia;Cantón;Parroquia;Densidad Poblacional;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;CHUNCHI;LLAGOS;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;GUAMOTE;GUAMOTE;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;GUAMOTE;CEBADAS;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;GUAMOTE;PALMIRA;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;GUANO;GUANO;243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;GUANO;GUANANDO;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;GUANO;ILAPO;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;GUANO;LA PROVIDENCIA;65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;GUANO;SAN ANDRÉS;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;GUANO;SAN GERARDO;461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;GUANO;SAN ISIDRO DE PATULÚ;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;GUANO;SAN JOSÉ DEL CHAZO;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;GUANO;SANTA FÉ DE GALÁN;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;GUANO;VALPARAISO;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;PALLATANGA;PALLATANGA;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;PENIPE;PENIPE;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;PENIPE;EL ALTAR;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;PENIPE;MATUS;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;PENIPE;PUELA;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;PENIPE;SAN ANTONIO DE BAYUSHIG;283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;PENIPE;LA CANDELARIA;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;PENIPE;BILBAO;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CHIMBORAZO;CUMANDÁ;CUMANDÁ;104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;MACHALA;MACHALA;1.228;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;MACHALA;EL RETIRO;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;ARENILLAS;ARENILLAS;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;ARENILLAS;CHACRAS;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;ARENILLAS;PALMALES;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;ARENILLAS;CARCABÓN;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;ARENILLAS;LA CUCA;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;ATAHUALPA;PACCHA;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;ATAHUALPA;AYAPAMBA;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;ATAHUALPA;CORDONCILLO;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;ATAHUALPA;MILAGRO;154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;ATAHUALPA;SAN JOSÉ;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;ATAHUALPA;SAN JUAN DE CERRO AZUL;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;BALSAS;BALSAS;112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;BALSAS;BELLAMARÍA;124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;CHILLA;CHILLA;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;EL GUABO;EL GUABO;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;EL GUABO;BARBONES;107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;EL GUABO;LA IBERIA;320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;EL GUABO;TENDALES;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;EL GUABO;RÍO BONITO;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;HUAQUILLAS;HUAQUILLAS;571;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;MARCABELÍ;MARCABELÍ;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;MARCABELÍ;EL INGENIO;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;PASAJE;PASAJE;465;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;PASAJE;BUENAVISTA;188;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;PASAJE;CASACAY;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;PASAJE;LA PEAÑA;248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;PASAJE;PROGRESO;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;PASAJE;UZHCURRUMI;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;PASAJE;CAÑAQUEMADA;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;PIÑAS;PIÑAS;171;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;PIÑAS;CAPIRO;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;PIÑAS;LA BOCANA;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;PIÑAS;MOROMORO;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;PIÑAS;PIEDRAS;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;PIÑAS;SAN ROQUE;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;PIÑAS;SARACAY;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;PORTOVELO;PORTOVELO;312;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;PORTOVELO;CURTINCAPA;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;PORTOVELO;MORALES;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;PORTOVELO;SALATÍ;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;SANTA ROSA;SANTA ROSA;434;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;SANTA ROSA;BELLAVISTA;97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;SANTA ROSA;JAMBELÍ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;SANTA ROSA;LA AVANZADA;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;SANTA ROSA;SAN ANTONIO;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;SANTA ROSA;TORATA;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;SANTA ROSA;VICTORIA;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;SANTA ROSA;BELLAMARÍA;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;ZARUMA;ZARUMA;678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;ZARUMA;ABAÑÍN;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;ZARUMA;ARCAPAMBA;68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;ZARUMA;GUANAZÁN;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;ZARUMA;GUIZHAGUIÑA;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;ZARUMA;HUERTAS;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;ZARUMA;MALVAS;94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;ZARUMA;MULUNCAY GRANDE;111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;ZARUMA;SINSAO;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;ZARUMA;SALVIAS;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;LAS LAJAS;LA VICTORIA;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;LAS LAJAS;LA LIBERTAD;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;LAS LAJAS;EL PARAÍSO;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;EL ORO;LAS LAJAS;SAN ISIDRO;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ESMERALDAS;ESMERALDAS;2.422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ESMERALDAS;CAMARONES;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ESMERALDAS;CORONEL CARLOS CONCHA TORRES;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ESMERALDAS;CHINCA;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ESMERALDAS;MAJUA;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ESMERALDAS;SAN MATEO;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ESMERALDAS;TABIAZO;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ESMERALDAS;TACHINA;88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ESMERALDAS;VUELTA LARGA;115;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ELOY ALFARO;VALDEZ;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ELOY ALFARO;ANCHAYACU;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ELOY ALFARO;ATAHUALPA;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ELOY ALFARO;BORBÓN;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ELOY ALFARO;LA TOLA;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ELOY ALFARO;LUIS VARGAS TORRES;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ELOY ALFARO;MALDONADO;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ELOY ALFARO;PAMPANAL DE BOLÍVAR;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ELOY ALFARO;SAN FRANCISCO DE ONZOLE;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ELOY ALFARO;SANTO DOMINGO DE ONZOLE;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ELOY ALFARO;SELVA ALEGRE;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ELOY ALFARO;TELEMBÍ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ELOY ALFARO;COLÓN ELOY DEL MARÍA;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ELOY ALFARO;SAN JOSÉ DE CAYAPAS;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ELOY ALFARO;TIMBIRÉ;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ELOY ALFARO;SANTA LUCÍA DE LAS PEÑAS;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;MUISNE;MUISNE;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;MUISNE;BOLÍVAR;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;MUISNE;DAULE;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;MUISNE;GALERA;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;MUISNE;QUINGUE;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;MUISNE;SÁLIMA;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;MUISNE;SAN FRANCISCO;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;MUISNE;SAN GREGORIO;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;MUISNE;SAN JOSÉ DE CHAMANGA;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;QUININDÉ;ROSA ZÁRATE;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;QUININDÉ;CUBE;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;QUININDÉ;CHURA;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;QUININDÉ;MALIMPIA;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;QUININDÉ;VICHE;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;QUININDÉ;LA UNIÓN;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;SAN LORENZO;SAN LORENZO;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;SAN LORENZO;ALTO TAMBO;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;SAN LORENZO;ANCÓN;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;SAN LORENZO;CALDERÓN;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;SAN LORENZO;CARONDELET;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;SAN LORENZO;5 DE JUNIO;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;SAN LORENZO;CONCEPCIÓN;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;SAN LORENZO;MATAJE;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;SAN LORENZO;SAN JAVIER DE CACHAVÍ;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;SAN LORENZO;SANTA RITA;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;SAN LORENZO;TAMBILLO;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;SAN LORENZO;TULULBÍ;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;SAN LORENZO;URBINA;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ATACAMES;ATACAMES;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ATACAMES;LA UNIÓN;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ATACAMES;SÚA;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ATACAMES;TONCHIGÜE;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;ATACAMES;TONSUPA;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;RIOVERDE;RIOVERDE;97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;RIOVERDE;CHONTADURO;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;RIOVERDE;CHUMUNDÉ;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;RIOVERDE;LAGARTO;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;RIOVERDE;MONTALVO;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ESMERALDAS;RIOVERDE;ROCAFUERTE;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;GUAYAQUIL;GUAYAQUIL;1.507;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;GUAYAQUIL;JUAN GÓMEZ RENDÓN;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;GUAYAQUIL;MORRO;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;GUAYAQUIL;POSORJA;458;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;GUAYAQUIL;PUNÁ;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;GUAYAQUIL;TENGUEL;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;ALFREDO BAQUERIZO MORENO (JUJÁN);ALFREDO BAQUERIZO MORENO (JUJÁN);112;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;BALAO;BALAO;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;BALZAR;BALZAR;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;COLIMES;COLIMES;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;COLIMES;SAN JACINTO;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;DAULE;DAULE;801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;DAULE;JUAN BAUTISTA AGUIRRE;126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;DAULE;LAUREL;284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;DAULE;LIMONAL;194;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;DAULE;LOS LOJAS;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;DURÁN;ELOY ALFARO;889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;EL EMPALME;VELASCO IBARRA;344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;EL EMPALME;GUAYAS;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;EL EMPALME;EL ROSARIO;73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;EL TRIUNFO;EL TRIUNFO;108;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;MILAGRO;MILAGRO;776;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;MILAGRO;CHOBO;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;MILAGRO;MARISCAL SUCRE;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;MILAGRO;ROBERTO ASTUDILLO;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;NARANJAL;NARANJAL;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;NARANJAL;JESÚS MARÍA;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;NARANJAL;SAN CARLOS;91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;NARANJAL;SANTA ROSA DE FLANDES;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;NARANJAL;TAURA;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;NARANJITO;NARANJITO;191;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;PALESTINA;PALESTINA;97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;PEDRO CARBO;PEDRO CARBO;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;PEDRO CARBO;VALLE DE LA VIRGEN;57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;PEDRO CARBO;SABANILLA;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;SAMBORONDÓN;SAMBORONDÓN;327;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;SAMBORONDÓN;TARIFA;179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;SANTA LUCÍA;SANTA LUCÍA;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;SALITRE;EL SALITRE;231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;SALITRE;GENERAL VERNAZA;124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;SALITRE;LA VICTORIA;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;SALITRE;JUNQUILLAL;134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;SAN JACINTO DE YAGUACHI;SAN JACINTO DE YAGUACHI;119;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;SAN JACINTO DE YAGUACHI;GENERAL PEDRO J. MONTERO;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;SAN JACINTO DE YAGUACHI;YAGUACHI VIEJO;122;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;SAN JACINTO DE YAGUACHI;VIRGEN DE FÁTIMA;351;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;PLAYAS;GENERAL VILLAMIL;218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;SIMÓN BOLÍVAR;SIMÓN BOLÍVAR;124;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;SIMÓN BOLÍVAR;CORONEL LORENZO DE GARAYCOA;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;CORONEL MARCELINO MARIDUEÑA;CORONEL MARCELINO MARIDUEÑA;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;LOMAS DE SARGENTILLO;LOMAS DE SARGENTILLO;310;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;NOBOL;NARCISA DE JESÚS;177;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;GENERAL  ANTONIO ELIZALDE;GENERAL ANTONIO ELIZALDE;83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;GUAYAS;ISIDRO AYORA;ISIDRO AYORA;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;IBARRA;SAN MIGUEL DE IBARRA;691;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;IBARRA;AMBUQUÍ;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;IBARRA;ANGOCHAGUA;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;IBARRA;CAROLINA;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;IBARRA;LA ESPERANZA;248;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;IBARRA;LITA;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;IBARRA;SALINAS;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;IBARRA;SAN ANTONIO;738;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;ANTONIO ANTE;ATUNTAQUI;1.253;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;ANTONIO ANTE;IMBAYA;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;ANTONIO ANTE;SAN FRANCISCO DE NATABUELA;752;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;ANTONIO ANTE;SAN JOSÉ DE CHALTURA;227;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;ANTONIO ANTE;SAN ROQUE;668;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;COTACACHI;COTACACHI;325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;COTACACHI;APUELA;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;COTACACHI;GARCÍA MORENO;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;COTACACHI;IMANTAG;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;COTACACHI;PEÑAHERRERA;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;COTACACHI;PLAZA GUTIÉRREZ;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;COTACACHI;QUIROGA;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;COTACACHI;SEIS DE JULIO DE CUELLAJE;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;COTACACHI;VACAS GALINDO;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;OTAVALO;OTAVALO;700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;OTAVALO;DR. MIGUEL EGAS CABEZAS;682;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;OTAVALO;EUGENIO ESPEJO;315;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;OTAVALO;GONZÁLEZ SUÁREZ;148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;OTAVALO;PATAQUÍ;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;OTAVALO;SAN JOSÉ DE QUICHINCHE;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;OTAVALO;SAN JUAN DE ILUMÁN;454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;OTAVALO;SAN PABLO;175;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;OTAVALO;SAN RAFAEL;290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;OTAVALO;SELVA ALEGRE;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;IMBABURA;PIMAMPIRO;PIMAMPIRO;109;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
